Number One,Number Two,Their GCD,Time Spent(nanoseconds)
9239,9450,1,17970
8832,450,6,1060
213,671,1,1340
132,1931,1,3640
7942,7800,2,14560
8770,5453,1,10180
5473,4636,1,8640
6988,9237,1,17780
6603,438,3,950
3447,8459,1,15950
5195,3400,5,6470
7126,4618,2,8730
3676,2817,1,5380
8375,2975,25,5680
5990,5114,2,9700
7146,2295,9,4440
1382,2414,2,4750
5092,6455,1,12300
9720,3393,9,6760
4796,5712,4,11310
7571,5456,1,10250
3686,1840,2,3560
2129,5081,1,9620
8092,8791,1,16610
1516,8741,1,16420
5783,6102,1,11430
4674,2607,3,5000
2197,6695,13,12460
2808,3045,3,6340
4560,9572,4,18000
9825,6543,3,12430
3414,5098,2,9710
8596,5354,2,10290
2192,9536,16,22990
2019,3240,3,6880
8216,9929,1,18660
2179,3384,1,6810
2692,8488,4,42850
5184,2299,1,4690
2867,7837,1,14740
3469,6960,1,13350
333,2939,1,5540
270,7409,1,13850
8953,9428,1,17630
2590,3701,1,7090
7437,1290,3,2500
9255,7470,15,13880
927,1311,3,2550
7244,2366,2,4460
4042,3717,1,6980
1514,2999,1,5610
8998,3516,2,6590
8530,1923,1,3670
3921,2169,3,4080
8957,7607,1,14150
9712,3006,2,5660
5555,6236,1,11620
5193,4947,3,9230
6381,527,1,1070
1060,9942,2,18470
942,1131,3,2200
8772,2666,86,4910
3385,7707,1,14350
4658,9485,1,17640
9666,4100,2,7720
9555,8077,1,15210
4992,1309,1,2720
1150,8779,1,16290
6150,6672,6,12490
2812,3289,1,6200
8043,3578,1,6710
9130,2425,5,4630
9288,4450,2,8500
167,6229,1,11580
7865,9431,1,17480
8463,2434,1,4680
8901,5500,1,10300
6332,2568,4,4820
2629,9457,1,17570
5489,7067,1,13140
3653,1545,1,2950
7875,7382,1,13880
7150,758,2,1680
5699,3438,1,6440
7151,8638,1,16070
3300,719,1,1680
2469,1377,3,2620
3935,7892,1,14680
934,7124,2,13290
9563,8602,1,15980
8960,5211,1,9970
4639,1445,1,2740
6680,5241,1,9830
5419,9749,1,18080
81,3697,1,6900
5444,854,2,1650
6743,6552,1,12190
8614,6685,1,12460
2126,3513,1,6580
8059,3292,1,6150
377,5674,1,10560
742,9134,2,16950
5173,5489,1,10220
4881,9809,1,18200
2930,6971,1,12940
8263,5445,1,10120
9455,7390,5,13770
7349,5762,1,10710
2021,2663,1,4990
1390,7867,1,14600
556,5508,4,10480
7691,8786,1,16330
6247,9956,1,18520
7160,2814,2,5330
6034,2629,1,4950
8136,2345,1,4510
2430,1870,10,3650
1687,8626,1,16070
5493,4738,1,8840
2831,3243,1,6120
2753,2777,1,5210
2980,8096,4,15210
5093,5642,1,10610
1128,5825,1,10870
947,283,1,600
2280,2947,1,5520
6941,3904,1,7310
4514,1875,1,3560
7136,2664,8,5020
6396,8937,3,31690
3318,4088,14,7670
2990,2834,26,8420
8476,4739,1,8900
3206,5664,2,10680
8722,7889,49,14600
5215,3684,1,6910
8859,3257,1,6090
1666,2765,7,5210
1416,1462,2,2810
7425,9179,1,17040
7336,2039,1,3950
935,8885,5,17060
3159,2495,1,4930
7976,3628,4,6990
8390,6923,1,23831
8161,4187,1,7849
8194,7245,1,13629
3868,1913,1,3749
9471,7358,1,13981
1893,6253,1,11650
3086,1013,1,1950
9239,9837,1,18280
4491,4731,3,8850
9894,6381,3,11950
8714,8065,1,14970
4129,6977,1,12960
9940,8690,10,16270
9993,7404,3,13740
3818,7713,1,14340
5020,8744,4,16260
8875,7000,125,12800
4463,2175,1,4100
6461,559,13,1130
1128,4728,24,8830
4472,6292,52,11660
7979,2130,1,4020
4299,4237,1,7920
3301,4540,1,8530
9361,3140,1,5920
1922,6562,2,12220
9453,7181,1,13380
9522,6271,1,11760
6654,767,1,1500
7,5121,1,9560
4720,8753,1,16240
8162,7946,2,14850
1309,622,1,1290
9270,7423,1,13940
1087,2765,1,5210
9503,5905,1,11030
8148,2631,3,5050
7570,5804,2,10820
6938,8584,2,16780
992,5902,2,11220
4968,21,3,150
1867,9957,1,18840
3895,4257,1,8030
4607,9569,1,17770
3536,6351,1,11860
3056,9018,2,16820
8638,7358,2,13709
3575,8885,5,16480
7345,5652,1,10560
5807,4701,1,8760
3100,1618,2,3180
586,5059,1,9420
6479,2639,1,4991
1173,5417,1,10089
6600,8761,1,16250
6064,1284,4,2470
9097,2885,1,5410
7232,2381,1,4560
2902,82,2,230
5361,454,1,930
2565,447,3,1000
4599,3294,9,6200
2732,6809,1,12670
7392,2882,22,5650
5906,4418,2,8240
2371,299,1,690
506,7602,2,14210
1770,206,2,540
833,9170,7,17100
3915,1387,1,2800
6093,1630,1,3090
7271,2951,1,5530
1072,4337,1,8610
7462,7488,26,14350
6466,3661,1,7100
7029,758,1,1570
4646,3765,1,7180
7685,3781,1,7340
1529,1309,11,2530
9641,34,1,180
7580,6740,20,12770
5447,2953,1,5540
5081,9727,1,18060
5327,9557,1,17740
8589,5417,1,10120
8838,6628,2,12370
3988,2858,2,5370
4756,6872,4,12790
7159,7361,1,17990
8093,9399,1,17490
4422,3877,1,7350
6021,7976,1,14850
782,9609,1,17829
1458,2122,2,4000
8104,6076,4,13560
2709,1689,3,3271
7434,1522,2,3080
5957,3866,1,7251
5498,2120,2,3980
8694,4403,7,8429
193,4225,1,7931
6116,4482,2,8420
7137,7870,1,14649
2937,5019,3,9380
7638,7810,2,14609
165,8186,1,15200
9128,4250,2,8000
1608,1461,3,2860
9344,3706,2,7460
7936,7056,16,13440
4729,813,1,1620
289,5816,1,11071
9131,7356,1,13911
8497,3014,1,5840
97,1943,1,3691
7710,4057,1,7660
4576,9127,1,16930
1499,350,1,720
7742,800,2,1620
1499,375,1,770
6330,2598,6,4920
4449,3367,1,6310
9548,4712,124,8630
4858,3601,1,6760
6781,1158,1,2210
186,4631,1,8640
6102,5175,9,9690
48,4954,2,9230
3938,8101,1,15040
1117,205,1,450
2805,1087,1,2250
3044,2572,4,4830
7573,9052,1,16860
7571,2358,1,4440
9726,7486,2,13930
7572,9104,4,16930
6544,6916,4,13000
2208,4934,2,9200
1918,3124,2,5900
948,5985,3,11280
3799,2146,29,4000
4207,2270,1,4280
7089,3426,3,6450
349,4553,1,23600
3025,9858,1,18380
4455,3796,1,7210
2141,106,1,280
7277,119,1,300
4711,9990,1,18730
5980,3641,1,6971
8708,7943,1,14800
1649,5188,1,9689
2676,5952,12,11249
3909,742,1,1449
2159,5309,1,9880
654,1266,6,2420
6373,3697,1,6900
3926,2433,1,4631
7720,2142,2,4120
114,8727,3,16200
8311,7106,1,13191
731,8182,1,15189
3736,6268,4,11660
9601,2829,1,5291
9971,6473,1,12060
9947,9245,1,17200
761,3252,1,6149
8889,9083,1,16869
9668,4623,1,8620
2100,6572,4,12269
1212,3018,6,5660
2028,4532,4,8491
8051,531,1,1080
4662,5534,2,10300
4846,8708,2,16221
179,8238,1,15310
8808,2555,1,4860
70,7631,1,14180
2203,6908,1,12880
8454,9489,3,17590
5506,7317,1,13620
60,1734,6,3330
5800,41,1,280
742,3870,2,7360
3895,5402,1,10110
206,8837,1,17080
132,8924,4,16610
7373,698,1,1400
5306,7755,1,14490
3401,7384,1,13820
6174,6419,49,11860
1676,8320,4,18990
8285,6193,1,11530
6284,7899,1,14680
785,7122,1,13240
9652,8755,1,16311
8873,9350,1,17531
9730,1412,2,2780
8513,5822,1,10829
2009,7885,1,14680
2530,6222,2,11660
1382,6644,2,12369
5359,8177,1,15229
462,6864,66,12780
9636,4026,66,7491
4679,16,1,120
9855,7473,3,13960
6876,703,1,1451
7613,8040,1,15129
9716,9513,7,17700
5627,2974,1,5591
6153,5817,21,10809
1383,9991,1,18551
8986,6308,2,11729
7529,416,1,840
91,9916,1,18920
6863,5972,1,11620
135,3254,1,6411
68,4047,1,7751
2821,1561,7,3140
3326,9349,1,17751
3337,1793,1,3520
7692,3250,2,6351
6038,118,2,400
2817,5499,9,10290
7376,3610,2,6790
5781,6651,3,12380
8638,9473,1,17570
461,5024,1,9430
6342,9853,1,18270
1065,7120,5,13350
6039,1448,1,2790
5815,2832,1,5320
1238,1196,2,2280
1978,7190,2,13400
8403,3522,3,6570
360,3240,360,5450
2661,9220,1,17150
1704,4337,1,8090
7350,676,2,1600
1710,8266,2,15339
7030,409,1,920
7484,5165,1,9640
9634,3666,2,6840
9282,7790,2,14700
7200,1787,1,3820
217,2489,1,4689
4633,3799,1,7120
2339,9836,1,18251
2951,9517,1,17671
8007,2477,1,4680
5141,701,1,1391
4470,9142,2,17000
1347,5788,1,10780
3644,698,2,1369
1862,461,1,1000
8682,8772,6,16400
7858,4271,1,7969
2079,3964,1,7900
3539,8482,1,16340
224,3183,1,6020
3596,9740,4,18689
9984,8334,6,15700
7197,4915,1,9160
7495,5810,5,10800
1011,713,1,1400
3116,486,2,1040
3025,7082,1,13160
4006,2042,2,3849
6894,7320,6,13789
2560,7314,2,13700
2926,682,22,1349
5216,3809,1,7160
4103,1899,1,3600
1898,7269,1,13520
8287,954,1,1831
2234,5985,1,11300
5528,9769,1,18109
7078,8474,2,15769
5576,7494,2,13951
1287,8985,3,16690
1394,4730,2,8900
1104,9821,23,18200
6340,9602,2,17810
4190,4223,1,7890
4457,7425,1,13970
9438,8627,1,16199
5742,6101,1,15040
345,7025,5,13060
7989,8041,1,15811
2988,6442,2,12220
9017,9913,1,18720
7115,4953,1,9331
134,1761,1,3431
4666,5884,2,11729
1201,2257,1,36920
188,6226,2,12151
4654,423,1,1020
5827,8033,1,14940
1794,6122,2,11391
5995,6575,5,12229
7690,3077,1,13891
8945,4859,1,9060
1977,3004,1,5651
2696,124,4,309
6099,9267,3,17191
2890,6360,10,11991
1094,630,2,1251
4839,2350,1,4429
1072,8553,1,15871
9875,4032,1,7580
2093,886,1,1769
7819,2358,1,4451
3265,887,1,1731
357,8561,7,16851
626,1364,2,2800
6718,9192,2,17529
6709,2615,1,5171
1304,8717,1,16829
6618,8193,3,15620
3725,798,1,1569
3070,7793,1,14460
1007,7851,1,15300
7015,3751,1,7420
4962,5302,2,10409
225,4278,3,8451
6703,3401,1,6660
8580,5956,4,12191
5314,6035,1,11730
429,3853,1,7490
6627,295,1,640
5022,7947,9,14749
7463,781,1,1540
8052,2551,1,4940
2501,1063,1,2060
9612,5780,4,10880
909,2127,3,4009
2252,4102,2,7689
8666,1950,2,3680
9993,9547,1,17709
1685,1046,1,2020
2853,9194,1,17069
958,6450,2,12160
3703,7475,23,13889
9580,3685,5,6920
7287,3666,3,7411
1953,8121,3,15729
5403,967,1,1960
7900,9972,4,19531
8606,2978,2,5920
3930,948,6,2080
1870,7425,55,14500
1636,8261,1,15860
6737,7827,1,15460
9121,9514,1,18480
2291,1786,1,3560
953,3026,1,6060
2252,6884,4,13380
2344,3869,1,7560
2157,7618,1,14809
5808,1887,3,3991
1878,556,2,1131
3759,6545,7,12620
3971,7786,1,14460
3785,7399,1,27309
930,2943,3,5540
922,2978,2,5580
6600,2285,5,4700
5275,8584,1,16040
4505,6576,1,12331
9439,1476,1,2800
2796,280,4,631
8986,4985,1,9300
9535,597,1,1180
7865,5351,1,10031
9735,2476,1,4771
8809,7334,1,13631
2876,406,2,820
6661,9656,1,18031
308,4044,4,7591
9258,6657,3,12380
2248,538,2,1100
732,9249,3,17159
5872,8459,1,15700
9034,8446,2,18871
9802,4897,1,9180
8828,5677,1,10580
7162,7789,1,14460
1161,8914,1,16551
8885,7633,1,14180
8546,4833,1,9000
7428,5119,1,9571
5835,1785,15,3360
3239,9853,1,18791
9974,5716,2,25131
2510,4274,2,8300
8134,6486,2,12551
7880,4640,40,8631
5365,1084,1,2129
8066,1582,2,3031
6261,9926,1,20871
1168,1417,1,2720
5979,3588,3,6709
8114,3015,1,5929
3678,2874,6,5820
3993,6286,1,12000
7537,2378,1,4789
1836,1468,4,3191
9461,5470,1,10549
3369,8348,1,15831
7066,512,2,1020
4476,718,2,1440
8880,1154,2,2491
1006,4577,1,8540
6424,1500,4,2920
6090,7934,2,14740
785,4324,1,8160
8658,2486,2,4831
6308,3564,4,6729
3737,9422,1,17489
8473,4008,1,7491
6320,5570,10,10460
1856,5629,1,10491
3114,3344,2,6400
5783,3620,1,6760
7527,6835,1,12740
106,4996,2,9331
3569,7304,83,13480
192,3626,2,6829
5018,6101,1,11349
2138,456,2,920
1449,606,3,1280
976,4632,8,8680
7690,8534,2,15870
1131,1447,1,2750
6101,7955,1,14810
9916,2757,1,5230
6446,1015,1,1990
7278,6646,2,12390
9766,8293,1,15420
6966,2762,2,5300
4773,4064,1,7631
6512,1587,1,3131
4307,8022,1,14980
6456,3742,2,7051
3297,9632,7,18011
2840,9771,1,18591
6139,7208,1,14149
3040,4905,5,9389
4930,9008,2,17169
2542,9780,2,18689
1617,2989,49,5609
7079,4817,1,9311
8672,2589,1,5200
9952,6498,2,13011
6445,7645,5,14620
2973,4208,1,8340
1179,2499,3,5069
3571,5426,1,10460
3691,7488,1,14240
7024,8230,2,15320
4249,9165,1,17100
2465,3724,1,7080
431,57,1,191
7674,5001,3,9340
3117,4438,1,8311
5349,2675,1,5029
8768,5190,2,9720
3951,1979,1,3760
7571,9884,1,18391
2852,9290,2,17260
6730,1506,2,2860
7543,4325,1,8069
3741,219,3,509
4911,2168,1,4091
5569,3966,1,7400
226,7444,2,13829
2963,5772,1,10920
1024,3818,2,7169
9540,4599,9,8770
7781,4555,1,8490
9536,2837,1,5380
3219,2209,1,4210
3230,4923,1,9200
2608,6659,1,12370
3568,8114,2,15050
339,6524,1,15690
1259,2091,1,3990
5533,9847,1,19020
6298,2235,1,4910
2449,4660,1,9430
7653,8917,1,16870
2092,6565,1,16411
4493,5516,1,12460
1390,1792,2,3649
5535,3294,27,6471
3253,8627,1,20649
103,668,1,1851
4363,2444,1,5271
5350,247,1,729
9207,1694,11,3651
9980,9863,1,21931
1758,8506,2,20940
5000,5691,1,13820
9858,4998,6,9991
3209,1631,1,3420
1632,6606,6,15820
4113,401,1,1209
9517,9419,1,24520
1390,5430,10,11240
5488,7117,1,18511
9122,9020,2,25069
1611,3885,3,9949
1128,5079,3,12480
9871,5676,1,14869
949,9276,1,26440
1942,5604,2,15789
2900,9632,4,27270
4302,1415,1,3590
10,5225,5,14560
6634,3003,1,8320
4957,2873,1,8130
5133,368,1,1320
1134,9586,2,27920
9648,8998,2,21000
9622,5231,1,15390
330,3536,2,10770
3313,9529,1,38120
1459,9175,1,23360
8363,1740,1,4600
3307,83,1,360
9218,6527,1,17090
302,2046,2,5800
9693,6555,3,14471
1813,2949,1,5691
6695,7057,1,14000
6030,7998,6,15200
9737,5991,1,14820
4708,2124,4,5871
4185,3214,1,8460
8331,1716,3,4569
309,478,1,1280
6847,9434,1,81360
6868,4317,1,11271
9164,4569,1,34749
4410,8740,10,25080
5341,2255,1,6760
544,5375,1,14960
3152,1322,2,4340
1103,1980,1,5960
6677,6626,1,18560
2092,9692,4,33270
6537,1630,1,3600
5965,6879,1,16340
2152,2195,1,5060
3962,186,2,460
2754,4974,6,11070
1049,7967,1,17410
5763,8934,3,18680
6484,6813,1,14260
9682,3273,1,6800
4689,734,1,1600
7965,7861,1,17270
7542,4112,2,9230
8127,3549,21,8030
3972,6390,6,13670
8363,252,1,630
4912,8174,2,18121
4775,7517,1,15189
8833,268,1,671
7726,1794,2,3900
2101,9043,1,20700
7756,6091,1,11760
8244,4031,1,8611
3271,9680,1,20840
7321,3194,1,6540
5098,7679,1,16180
5556,2023,1,4689
4007,6901,1,15151
4438,1660,2,3691
859,3227,1,31580
6168,979,1,2180
3657,8559,3,20090
7118,1773,1,4080
1104,5959,1,12530
7,5130,1,11450
6080,228,76,420
5278,5685,1,11920
6226,3203,1,7180
9141,7839,3,17050
7098,7869,3,16360
8739,5404,1,11050
3839,6586,1,13990
9211,3749,1,7780
