Number One,Number Two,Their GCD,Time Spent(nanoseconds)
6339,3482,1,28300
486,9406,2,38700
3571,4726,1,21000
9280,4622,2,20200
7383,2128,1,9500
8119,6678,1,27700
4384,4999,1,20900
1036,1878,2,8800
7956,9994,2,42300
9719,415,1,2200
662,5986,2,24900
1283,2765,1,12000
2592,6021,27,25100
850,2642,2,12000
1259,285,1,5900
2238,3574,2,31800
6576,8283,3,79200
2271,1647,3,26100
3811,5768,103,24000
1568,6546,2,35800
2527,8344,7,34800
377,289,1,2300
2662,9753,1,40100
6831,544,1,3400
3756,4568,4,19600
8188,500,4,3100
4282,6400,2,27500
1545,5289,3,22400
4209,1538,1,7300
1776,62,2,1300
7658,9099,1,50700
3519,9103,1,37300
3101,4069,1,17400
8692,5331,1,22700
7306,8494,2,35600
3969,7235,1,30900
8966,3604,2,15300
2209,3653,1,15700
6081,5162,1,21700
836,6770,2,28400
9356,3267,1,14400
6614,7514,2,31400
8379,7268,1,30800
657,9594,9,39900
1955,4091,1,17300
2004,6514,2,28200
204,6749,17,27900
3529,7584,1,35900
544,7227,1,30400
4244,3674,2,15700
9650,3833,1,16300
7619,4255,1,18100
1934,2067,1,9500
5566,7685,1,32000
9872,6905,1,28800
6321,393,3,2800
486,2362,2,10700
2829,5876,1,24800
2141,6647,1,28100
4981,9393,1,39300
2372,222,2,1700
7221,1330,1,6300
8419,7364,1,32300
3111,1329,3,6400
1297,2311,1,10100
2077,5085,1,21800
1671,1033,1,5100
6240,7023,3,29100
2104,5788,4,24200
5468,4301,1,18300
9958,6463,1,28800
8737,1064,1,5100
9829,6059,1,25100
4484,7724,4,32200
2410,8718,2,36100
7755,8115,15,39100
1891,3337,1,14300
3620,2246,2,10300
1367,6573,1,28100
8544,3022,2,13800
8873,9447,1,38900
7848,1681,1,8200
570,5267,1,25100
5671,1457,1,6700
6897,4411,11,19000
2317,8937,331,39200
7645,5250,5,46400
3113,2105,1,56800
1343,5868,1,35400
3331,8179,1,80300
7884,4529,1,15000
842,4287,1,13600
255,8399,1,26500
6916,6566,14,20800
9454,5517,1,17600
8435,3843,7,12100
8896,9469,1,29400
7683,7549,1,23600
3512,1151,1,4200
7280,4885,5,17000
1311,6443,1,20300
8264,6109,1,19400
8788,3985,1,13200
5279,3140,1,10400
6932,5904,4,18600
7763,6328,7,20100
8159,7946,1,24900
776,5386,2,17000
2664,5851,1,18000
4904,2607,1,8700
7074,7574,2,23700
6065,5378,1,27300
1296,1776,48,6200
6786,5845,1,18800
3509,4265,1,13800
4040,1714,2,6200
1142,1431,1,5200
82,6877,1,21500
6217,5538,1,17600
773,8106,1,25600
938,7848,2,25000
7788,5572,4,18500
4899,528,3,2400
915,28,1,800
2667,258,3,1500
7685,5100,5,16300
4389,8832,3,28500
9803,2550,1,32400
7672,4777,1,15900
1450,5117,1,17000
7187,8290,1,26300
137,1350,1,5300
4550,7733,1,24600
647,9357,1,28900
5231,9543,1,29900
8453,3485,1,11300
3324,7309,1,22700
3324,2180,4,7400
4350,7756,2,33500
6729,581,1,2300
1947,3411,3,11000
8906,4234,146,13100
2910,6582,6,21000
4757,749,1,3200
4760,4670,10,33900
5503,812,1,3200
4834,2687,1,9000
22,528,22,3200
8762,8750,2,27400
6593,4842,1,25900
389,7090,1,22400
250,5857,1,37800
1,796,1,3000
8839,6963,1,21800
2182,3626,2,11900
1605,7753,1,24200
1269,3530,1,11800
9345,1617,21,5800
9953,1483,1,5100
1429,2535,1,37900
9734,5596,2,22300
2742,1747,1,7800
1661,9608,1,63800
3100,2681,1,22600
398,3162,2,13300
897,724,1,8900
7360,1611,1,12700
5461,3406,1,28200
780,4983,3,58400
2147,8920,1,93000
57,1400,1,15200
7746,3533,1,27700
891,8223,3,62300
5738,4428,2,30200
4051,3024,1,9800
8149,7163,29,22300
3780,9547,1,80400
6004,9095,1,44700
6073,1855,1,6200
7520,8479,1,26200
6346,6910,2,21600
2608,6195,1,19600
2586,4100,2,13300
7909,4664,11,14700
7514,502,2,2400
1685,7459,1,36400
3303,8008,1,25700
9227,6245,1,19600
2391,6586,1,20500
8941,1452,1,5100
5157,469,1,2100
8387,8352,1,25700
1233,3681,9,12000
9645,9277,1,29000
6691,9967,1,44900
8887,9208,1,33400
5594,918,2,7600
9479,9426,1,84400
6668,7343,1,23700
9543,7549,1,31900
2888,8589,1,26700
2843,948,1,3500
5728,5942,2,18500
6038,8518,2,26800
3468,3027,3,10200
1310,8852,2,38300
2604,7375,1,23100
164,740,4,3200
6266,1984,2,6900
7416,3913,1,13000
8481,8647,1,27100
6264,8100,108,25500
8497,5406,1,16900
8467,1866,1,6200
1590,1394,2,5100
1353,9421,1,64800
4111,9178,1,36700
1975,1209,1,5600
1105,6299,1,24500
6104,7811,1,37500
382,6169,1,24700
6724,2590,2,11000
9425,4177,1,17100
9757,5329,1,21000
7195,2854,1,12400
8797,1133,1,5200
8687,6832,7,27500
1891,8746,1,34900
6213,2318,19,9700
5751,8061,3,31200
5962,4435,1,17600
3425,6724,1,58800
3964,8397,1,99500
3927,7652,1,30200
5081,7212,1,28400
5216,2611,1,11200
3134,6751,1,26800
1436,5905,1,23200
2322,6946,2,27100
6848,3991,1,16500
627,4811,1,19100
168,8107,1,31300
6625,6344,1,25500
2245,8594,1,60300
4675,2339,1,8200
4975,5072,1,16200
8987,677,1,2700
5520,8086,2,25300
6797,1364,1,4700
7655,4969,1,15700
7716,4807,1,15100
1359,2668,1,8900
6162,8102,2,25100
6817,1967,1,6700
6769,7239,1,22900
4928,3692,4,12300
8077,4633,41,14700
2422,3448,2,21800
285,3206,1,10700
97,5115,1,49600
6623,8911,1,34800
7937,7960,1,31400
7500,7495,5,30100
155,4469,1,36600
6524,6619,1,48900
2053,9578,1,37100
9968,4615,1,18700
8887,459,1,2700
65,9902,1,39000
8556,4036,4,20200
5043,8485,1,33000
9694,7895,1,30900
3919,3393,1,13600
1787,4737,1,18700
4343,5741,1,22600
9994,815,1,4000
9969,4092,3,16500
7513,5649,1,22300
7235,305,5,2000
8133,5665,1,61800
4696,9872,8,30700
5452,2994,2,10100
9140,7718,2,36900
5785,6571,1,22800
7527,1420,1,11900
4835,3251,1,31600
2829,3829,1,28800
6449,6881,1,51700
3447,3467,1,27000
5308,3440,4,11700
522,379,1,2200
5479,3281,1,11700
9195,6992,1,22200
83,5423,1,25000
1304,4688,8,26400
1125,3934,1,13200
3106,3979,1,12800
8119,163,1,1100
1712,9428,4,29300
3696,2321,11,8400
8079,242,1,1300
3267,4286,1,14100
9438,2390,2,8400
9075,9468,3,29600
6656,3010,2,10100
5039,7071,1,22300
783,9463,1,29400
2822,3702,2,12000
4095,9236,1,48000
731,2763,1,10000
8649,4336,1,14300
2749,9248,1,31100
3414,552,6,2400
8314,5631,1,18800
9853,5939,1,19100
1503,5437,1,17100
2390,1392,2,5300
9068,5011,1,16300
1116,7927,1,24600
741,393,3,1900
6131,6580,1,29200
515,9911,1,50600
5315,2966,1,9800
8161,2469,1,8400
3831,720,3,2800
3027,3157,1,10500
3339,9544,1,30400
1756,7723,1,24400
3377,9594,1,30600
1882,7079,1,22500
3894,8530,2,26800
5846,8623,1,27100
5570,4208,2,13700
1000,8201,1,36000
2879,4590,1,15600
1453,5168,1,18600
350,9178,2,28700
1075,8900,25,32900
1141,4662,7,44800
3332,4694,2,15200
7316,2238,2,7900
5793,9077,1,31000
6075,5755,5,18400
4393,1122,1,4300
5195,1109,1,3900
3379,3168,1,11400
1959,4707,3,15800
3428,4380,4,14900
7456,7387,1,23700
4130,893,1,3700
8927,1924,1,6600
3363,7257,177,22800
3060,8964,36,36700
7143,8556,3,27100
5629,5471,1,26600
7626,3023,1,11200
6343,3247,1,10500
1545,6502,1,20500
6816,9419,1,41500
3031,7952,7,24900
6513,6249,3,19800
5220,8123,1,25000
9369,2762,1,8900
7663,7582,1,23700
6593,5130,19,25300
603,2736,9,9500
9414,4282,2,14000
4739,9272,1,28900
9037,6701,1,20800
7959,982,1,4000
4329,8869,1,27800
8227,958,1,3600
6795,281,1,1600
7629,4482,3,14600
4647,9558,3,29800
7767,1181,1,4200
8432,4677,1,15300
8428,6991,1,22100
3743,1279,1,4400
9035,9044,1,28500
1230,3679,1,11900
5945,6807,1,21300
5471,6943,1,21900
6715,813,1,3300
9457,6641,1,20800
9620,5495,5,17800
91,9982,7,45200
229,1782,1,9000
8226,6453,9,53900
2980,423,1,2300
488,4352,8,14300
7949,9388,1,29100
4576,2642,2,9100
5361,367,1,1800
5507,3367,1,10700
8164,4158,2,13700
8367,1392,3,4800
688,899,1,3300
2724,8526,6,26900
3162,1476,6,5200
368,5430,2,17100
5294,9454,2,29400
5792,3995,1,12900
5110,9318,2,28700
1523,4462,1,14200
1063,9417,1,28900
5613,8425,1,26400
843,4984,1,16200
4979,225,1,1300
279,9643,1,36600
2532,1600,4,5600
4575,4863,3,15400
9490,1076,2,4100
1413,3408,3,11200
3962,1876,14,6200
4791,386,1,2000
3098,427,1,1900
5096,7057,1,21900
1492,9293,1,37300
9864,8674,2,28000
424,9488,8,29600
4455,4049,1,13600
4694,4221,1,13200
8194,3782,2,12000
1635,4502,1,14400
3203,4004,1,13400
7327,3238,1,10700
3656,8063,1,24900
1948,1823,1,6300
2348,9833,1,30300
4054,3506,2,11100
1450,5795,5,18200
4055,9330,5,29000
8206,5474,2,17200
355,860,5,3400
6811,8287,1,28300
9398,2860,2,9300
3397,68,1,700
135,1522,1,5200
3124,9046,2,27900
1989,8622,9,27100
5660,7283,1,22500
2764,2237,1,7500
7327,5247,1,18000
8660,4624,4,14700
1362,3462,6,11600
45,9039,3,36500
4862,2086,2,7000
1731,7327,1,22800
6865,6307,1,20700
3120,6875,5,21400
7268,5074,2,16000
5786,6604,2,27800
3660,8639,1,26800
3514,7274,2,22400
6661,1269,1,4500
30,4619,1,14600
4085,2894,1,9900
1690,8971,1,27500
345,8106,3,25500
1342,4090,2,13100
9214,6322,2,20000
9957,7136,1,22200
9327,8328,3,25700
3623,5617,1,17600
9803,9676,1,29700
1668,7651,1,24000
8637,2660,1,8600
1301,8897,1,27700
177,9959,1,30600
594,2372,2,8000
5765,6059,1,18900
9278,8599,1,35200
63,3422,1,11100
2411,7263,1,22700
174,1533,3,5200
9690,7310,170,22500
6771,9007,1,27600
8284,6488,4,20400
6508,4702,2,17300
8966,8053,1,50800
476,4048,4,13300
495,6776,11,21400
5953,5588,1,18300
1706,8066,2,24800
1285,5319,1,16600
6202,2259,1,7500
9631,5766,1,17900
3781,94,1,900
9736,4311,1,13500
3229,6537,1,20300
2597,8646,1,26900
8085,8256,3,26100
9127,4751,1,14900
5761,7700,7,24500
9403,797,1,19900
5745,358,1,1800
2624,3482,2,11000
1844,1460,4,5100
9284,2170,2,7300
1388,3301,1,10500
492,6686,2,20900
5860,1127,1,4200
3863,8624,1,28000
7355,3340,5,10600
6004,6055,1,19300
2844,1056,12,4100
254,7595,1,23700
504,2908,4,9600
1444,6514,2,20200
8794,1943,1,6700
6497,4105,1,13000
4470,4474,2,14000
9713,7568,11,23500
7510,5218,2,16600
9719,4705,1,14900
2958,9836,2,30400
4072,2222,2,7400
1,3784,1,12400
4322,4304,2,13600
5363,5921,31,18400
1698,6889,1,21300
2581,5697,1,17800
1690,8622,2,26800
5472,8407,1,26100
6502,6310,2,19700
511,3986,1,12600
4224,643,1,3300
1683,2387,11,7900
1579,1491,1,7900
9746,2486,22,8000
5146,6466,2,46600
9158,2204,38,7200
311,2399,1,8000
1775,3360,5,11800
8541,1975,1,6800
7111,514,1,2200
9843,6977,1,22100
9431,3418,1,11800
911,9408,1,30100
5971,7124,1,22300
3324,7265,1,22600
9473,6656,1,20900
4152,930,6,3600
2652,8183,1,27300
9842,9072,14,28400
9209,7235,1,22300
9422,1622,2,6000
4621,9742,1,30000
3838,9046,2,28000
8225,1070,5,4000
6800,9905,5,30800
4781,6885,1,21900
8483,861,1,3200
7402,9942,2,30600
5990,8357,1,28500
6920,9254,2,28600
1677,8034,39,25100
3086,5456,2,25900
9296,1684,4,6000
2075,5737,1,18000
1648,7286,2,22900
9830,5868,2,18600
2380,8443,1,26200
6002,8631,1,27300
7732,3655,1,12000
7637,2174,1,7400
6230,1359,1,5700
1332,6264,36,22300
8659,8155,7,28100
5961,4119,3,14500
1165,9205,5,32200
7649,5978,1,24700
4897,4738,1,16500
7971,6299,1,21800
8418,3068,2,11300
1164,6262,2,22300
6625,5019,1,17600
8348,2724,4,12500
6319,7217,1,25400
5121,9369,9,32700
4573,9890,1,34500
526,6151,1,21400
6386,7429,1,26100
5268,6197,1,21600
9294,1122,6,16100
6552,4610,2,17700
6852,6581,1,23400
3578,2780,2,10600
9883,1400,1,5500
1042,2839,1,10100
5181,1783,1,6900
7647,9876,3,35600
6392,3397,1,12500
7081,1480,1,5900
3634,2366,2,8700
9294,2301,3,8500
5882,1762,2,6800
5892,2089,1,7700
176,3949,11,14100
2470,4789,1,18800
911,8130,1,34400
347,8450,1,29800
6553,3322,1,11800
1743,4945,1,17300
59,6008,1,20800
9578,4384,2,15300
8143,8526,1,33700
3172,1687,1,6700
5379,458,1,2400
6310,4282,2,15200
8695,3427,1,13100
8170,6515,5,23000
1781,7453,1,27100
3559,2708,1,9700
5688,5419,1,19600
9402,8513,1,29300
8675,3087,1,11200
8755,9588,17,33600
6335,3103,1,11400
6939,6088,1,24600
1685,2644,1,9900
6075,6087,3,21400
7053,4501,1,15900
4594,7130,2,25100
8634,3082,2,11000
9661,7420,1,25900
898,9223,1,33800
1122,8608,2,29800
668,3933,1,14100
4156,1022,2,4300
8472,6856,8,24200
136,6621,1,23400
4427,3108,1,11300
4640,8556,4,30000
6191,5618,1,19600
6192,4029,3,15100
3295,4664,1,16800
1256,2852,4,10500
6480,1245,15,5700
1996,2235,1,8500
2573,4680,1,20100
7309,8433,1,31700
2115,9,9,500
1239,4549,1,17000
4227,162,3,1400
9913,9405,1,34100
9401,150,1,1200
3459,8161,1,41900
7483,497,7,2400
8123,4341,1,16400
5241,8078,1,29600
4657,5605,1,20800
3640,6630,130,24400
2613,866,1,4100
4314,8448,6,33100
154,5143,1,19200
7183,6569,1,24900
5583,9076,1,33000
750,2672,2,10700
5579,521,1,2700
8427,6707,1,25600
5300,9489,1,38700
6691,6927,1,33600
8691,4035,3,15600
3856,5229,1,21600
9471,4943,1,19700
1136,7914,2,28900
7760,7778,2,28600
6706,2354,2,10100
3840,4909,1,18300
4771,6734,13,25400
4082,5168,2,20400
9956,9847,1,49000
4320,501,3,3500
8191,5244,1,20800
650,2358,2,10300
9806,6851,1,26800
3066,9219,21,32700
4957,9486,1,36100
9535,220,5,1600
3641,1422,1,5900
1994,6592,2,25100
5959,6608,59,24400
4280,5285,5,19900
8580,812,4,4900
1375,8426,11,31400
1299,8897,1,33800
4794,4478,2,17400
4753,6182,1,22900
6693,3633,3,14000
7223,644,1,2900
3460,3092,4,12000
3477,3723,3,14300
3652,7797,1,24500
9980,6609,1,20800
3608,6852,4,21500
8698,7405,1,23000
5624,9219,1,28600
6953,2475,1,8000
1930,9430,10,32300
2927,1263,1,13300
8356,8033,1,55000
565,3107,1,23900
5147,4655,1,19600
3392,9831,1,30500
3905,9461,1,29800
666,690,6,3000
1516,8880,4,35100
156,1055,1,3800
5467,9977,11,30700
8061,2944,1,9700
8510,1111,1,4300
